Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
7.106366872787476	0	49.89689	48.756927	271.1174	-22.075542	39.61184210526316	13.915652556755376	6021	6021
10.545423984527588	1	56.346546	50.031086	256.994	-15.58217	41.23972602739726	14.379544448802125	6021	12042
13.684308052062988	2	59.61805	56.23271	310.23666	-14.354346	42.13986013986014	15.889743095619098	6026	18068
17.45789098739624	3	57.785755	64.66858	393.6398	-15.433781	41.70748299319728	17.665143388707275	6131	24199
21.152961015701294	4	56.961174	52.653965	254.62512	-20.293558	41.48275862068966	14.176281039615073	6015	30214
24.568851947784424	5	57.801662	51.665855	271.14835	-10.57324	42.514084507042256	14.981084747714721	6037	36251
27.64664912223816	6	58.003796	44.06684	208.95734	-20.101532	42.06993006993007	12.550123477313246	6016	42267
30.695535898208618	7	57.792156	52.015522	255.61098	-8.622014	41.8125	13.927874104949877	6021	48288
34.055083990097046	8	62.11727	62.266018	350.39172	-14.531685	43.07142857142857	17.27162944465488	6030	54318
37.93646001815796	9	57.195797	54.60952	290.43665	-21.249435	41.40816326530612	15.657366657264276	6087	60405
43.226459980010986	10	59.183083	54.797714	313.80112	-11.999198	42.12587412587413	14.765707356791054	6024	66429
46.58792304992676	11	58.098618	49.23644	256.87732	-22.438938	42.28169014084507	13.684763912490672	6004	72433
51.71394896507263	12	50.36432	43.01258	287.64993	-9.475305	39.63815789473684	12.2788593151128	6025	78458
55.153120040893555	13	53.9234	45.619614	229.02187	-30.697891	40.233333333333334	12.304154673207835	6035	84493
59.015559911727905	14	55.677113	55.8665	380.0	-24.849222	40.777027027027025	14.871440498915463	6035	90528
62.01471495628357	15	50.675125	40.484722	228.11415	-15.283562	40.53020134228188	11.959976345614118	6039	96567
65.01661205291748	16	65.06533	66.99576	390.66855	-14.638454	43.608695652173914	18.040789043530484	6018	102585
68.23696112632751	17	65.88442	57.079918	293.26727	-36.16864	43.72463768115942	15.30215865985364	6034	108619
71.57144093513489	18	61.02429	50.625423	274.6438	-13.817362	42.9645390070922	13.816636773753597	6058	114677
74.5458619594574	19	60.983864	53.510098	246.08511	-30.102276	42.808510638297875	14.811302418831552	6036	120713
77.6037929058075	20	57.05398	64.14926	497.99872	-9.709401	41.84027777777778	17.750846300029863	6025	126738
80.65443396568298	21	63.89977	66.91947	393.8112	-13.659181	42.94326241134752	18.062449999791557	6055	132793
83.80786991119385	22	64.81278	50.246605	202.43114	-11.134881	44.1764705882353	14.778702060806156	6008	138801
86.75629806518555	23	60.10425	55.74489	355.03064	-15.071526	42.394366197183096	15.534132226645738	6020	144821
89.70573997497559	24	60.00536	55.055977	308.18216	-13.072551	42.680851063829785	16.04175365315769	6018	150839
92.72069716453552	25	56.80905	58.414772	418.88657	-10.390365	41.52413793103448	15.998311444787642	6021	156860
95.77778315544128	26	62.447014	50.505596	226.97733	-7.751232	43.01428571428571	14.133034106702796	6022	162882
98.83381199836731	27	56.55738	57.97605	328.39856	-17.372395	41.55172413793103	16.267560711738778	6025	168907
101.84656095504761	28	64.61451	61.46222	305.26794	-10.862349	43.330935251798564	16.037002397202976	6023	174930
104.92539286613464	29	61.918446	59.74645	363.8487	-16.038687	43.172661870503596	16.468818610927297	6001	180931
107.9228310585022	30	59.755463	54.01422	328.83932	-6.2617598	42.0	15.541957648650557	6006	186937
110.91091990470886	31	68.663475	60.00722	324.27	-17.555017	44.850746268656714	16.44598007529843	6010	192947
114.0421040058136	32	56.51056	56.791077	288.0911	-22.805946	41.648275862068964	15.64676061416559	6039	198986
117.00462007522583	33	53.125523	45.134186	203.734	-21.496832	40.51677852348993	12.305181986303527	6037	205023
119.98652696609497	34	55.29138	44.162323	235.68585	-13.732559	41.14383561643836	12.330488844772548	6007	211030
122.96198606491089	35	56.55662	60.09846	328.40012	-17.293655	41.763888888888886	16.78912764555578	6014	217044
125.89559388160706	36	67.19374	64.679054	328.27582	-15.155548	45.02985074626866	17.827925561558462	6034	223078
128.98248195648193	37	56.41597	47.156044	298.33228	-15.339082	41.770833333333336	12.77623594260497	6015	229093
131.99659705162048	38	58.656162	50.363857	251.0259	-17.293037	42.2887323943662	14.390226038371653	6005	235098
134.92561411857605	39	63.1011	57.779625	381.19595	-14.280369	43.54347826086956	15.758650518447666	6009	241107
137.86601495742798	40	62.514576	50.00687	229.14954	-17.24724	44.14598540145985	14.140865946695577	6048	247155
140.8541808128357	41	66.275375	55.182785	260.0325	-16.287895	44.19117647058823	14.928513334576314	6010	253165
143.87243390083313	42	68.10862	60.436623	302.63574	-13.23053	44.71851851851852	17.002680334169472	6037	259202
146.82131505012512	43	58.084362	51.192005	240.59862	-11.219326	42.485915492957744	14.485415645241035	6033	265235
149.8611080646515	44	60.960426	52.73842	314.40396	-13.219955	43.67391304347826	14.729524251926494	6027	271262
152.9736909866333	45	74.84057	67.80705	294.55838	-8.472612	46.51937984496124	18.782764974319516	6001	277263
156.10796999931335	46	65.65032	60.028286	276.50107	-18.98561	44.07299270072993	16.561601458450806	6038	283301
159.3102400302887	47	69.07269	63.0789	304.4932	-23.19365	45.515151515151516	16.865099721418986	6008	289309
162.44288516044617	48	57.36163	54.470432	339.9358	-15.412037	42.38732394366197	15.009784879687555	6019	295328
165.5725119113922	49	61.128136	52.780243	239.47371	-11.757585	43.941605839416056	15.464471371293056	6020	301348
168.578467130661	50	61.415203	49.621326	272.16846	-6.7567253	43.594202898550726	13.974426788772918	6016	307364
