-1.817603856325149536e-01,-1.474456489086151123e-01
-1.808125674724578857e-01,-1.463333964347839355e-01
1.943760216236114502e-01,1.669686138629913330e-01
1.972729414701461792e-01,1.701878905296325684e-01
1.971427649259567261e-01,1.700906455516815186e-01
1.969186067581176758e-01,1.696967929601669312e-01
1.948515772819519043e-01,1.676000803709030151e-01
1.960709095001220703e-01,1.687816977500915527e-01
-1.821268945932388306e-01,-1.477857828140258789e-01
1.967014670372009277e-01,1.695489585399627686e-01
1.973066180944442749e-01,1.703069955110549927e-01
-1.809254884719848633e-01,-1.464209556579589844e-01
1.972162574529647827e-01,1.700782328844070435e-01
1.967327445745468140e-01,1.695458739995956421e-01
1.958795487880706787e-01,1.685695499181747437e-01
-1.802548766136169434e-01,-1.458231657743453979e-01
-1.808072179555892944e-01,-1.463297307491302490e-01
-1.797712743282318115e-01,-1.451996415853500366e-01
-1.815669834613800049e-01,-1.470735073089599609e-01
-1.821143478155136108e-01,-1.477416753768920898e-01
1.967003047466278076e-01,1.694149076938629150e-01
1.946170926094055176e-01,1.672916859388351440e-01
-1.789095997810363770e-01,-1.443516761064529419e-01
1.968747377395629883e-01,1.695689409971237183e-01
-1.806623786687850952e-01,-1.460608094930648804e-01
-1.798715442419052124e-01,-1.452873796224594116e-01
-1.792538762092590332e-01,-1.446981877088546753e-01
-1.814683675765991211e-01,-1.469784975051879883e-01
1.965337991714477539e-01,1.692901402711868286e-01
-1.815558671951293945e-01,-1.471641063690185547e-01
-1.812083721160888672e-01,-1.468485444784164429e-01
-1.816794872283935547e-01,-1.473529785871505737e-01
