-1.234973445534706116e-01,1.226924359798431396e-01,1.230268254876136780e-01,1.233419850468635559e-01,1.231829747557640076e-01,1.233269050717353821e-01,-1.225711032748222351e-01,1.234344765543937683e-01,-1.235665157437324524e-01,1.231098547577857971e-01,1.231719180941581726e-01,-1.228902637958526611e-01,1.232213005423545837e-01,1.226605549454689026e-01,1.228682175278663635e-01,-1.228397414088249207e-01,1.229205653071403503e-01,-1.230475977063179016e-01,-1.234440430998802185e-01,-1.235286965966224670e-01,1.224565282464027405e-01,-1.230587735772132874e-01,-1.232678666710853577e-01,1.230893284082412720e-01,-1.223669573664665222e-01,-1.232152059674263000e-01,-1.233857199549674988e-01,-1.227606460452079773e-01,1.233361363410949707e-01,-1.235887855291366577e-01,-1.231750696897506714e-01,-1.234344169497489929e-01
-1.246047317981719971e-01,1.230967715382575989e-01,1.234429031610488892e-01,1.243858635425567627e-01,1.240902915596961975e-01,1.242480278015136719e-01,-1.228730082511901855e-01,1.240169852972030640e-01,-1.242640316486358643e-01,1.238984614610671997e-01,1.240742504596710205e-01,-1.234923452138900757e-01,1.242319718003273010e-01,1.231479868292808533e-01,1.234637349843978882e-01,-1.232651025056838989e-01,1.233843490481376648e-01,-1.236655786633491516e-01,-1.242405399680137634e-01,-1.242951154708862305e-01,1.228449121117591858e-01,-1.234282925724983215e-01,-1.241035610437393188e-01,1.237329617142677307e-01,-1.226020976901054382e-01,-1.238801479339599609e-01,-1.239807903766632080e-01,-1.230067014694213867e-01,1.237694993615150452e-01,-1.245736479759216309e-01,-1.237590685486793518e-01,-1.240861937403678894e-01
-1.206868067383766174e-01,1.209713742136955261e-01,1.207112967967987061e-01,1.208423152565956116e-01,1.207264140248298645e-01,1.209163293242454529e-01,-1.211116090416908264e-01,1.208666935563087463e-01,-1.208301782608032227e-01,1.210025623440742493e-01,1.206744164228439331e-01,-1.208130568265914917e-01,1.207981780171394348e-01,1.208287924528121948e-01,1.209414303302764893e-01,-1.209186837077140808e-01,1.208846718072891235e-01,-1.208708584308624268e-01,-1.209081634879112244e-01,-1.208257898688316345e-01,1.208350211381912231e-01,-1.208546459674835205e-01,-1.209124252200126648e-01,1.207943111658096313e-01,-1.209033280611038208e-01,-1.209034398198127747e-01,-1.207445934414863586e-01,-1.209179833531379700e-01,1.209537610411643982e-01,-1.208831965923309326e-01,-1.210572347044944763e-01,-1.207733899354934692e-01
-1.239160075783729553e-01,1.229423135519027710e-01,1.232236921787261963e-01,1.237216219305992126e-01,1.235393881797790527e-01,1.238045915961265564e-01,-1.225673928856849670e-01,1.235994994640350342e-01,-1.239024847745895386e-01,1.235323324799537659e-01,1.235920861363410950e-01,-1.231423094868659973e-01,1.236189082264900208e-01,1.231017708778381348e-01,1.229824796319007874e-01,-1.229847520589828491e-01,1.232810765504837036e-01,-1.232136562466621399e-01,-1.238152533769607544e-01,-1.237315684556961060e-01,1.226759403944015503e-01,-1.230297610163688660e-01,-1.235568895936012268e-01,1.235174536705017090e-01,-1.226108521223068237e-01,-1.234130412340164185e-01,-1.234801858663558960e-01,-1.228624656796455383e-01,1.234167888760566711e-01,-1.239092350006103516e-01,-1.233912110328674316e-01,-1.235339045524597168e-01
-1.233208030462265015e-01,1.224027499556541443e-01,1.228203997015953064e-01,1.230824515223503113e-01,1.231054663658142090e-01,1.230795383453369141e-01,-1.225419119000434875e-01,1.231719031929969788e-01,-1.232161298394203186e-01,1.228704527020454407e-01,1.231908276677131653e-01,-1.227526888251304626e-01,1.232003495097160339e-01,1.226861178874969482e-01,1.226610913872718811e-01,-1.226932927966117859e-01,1.227072924375534058e-01,-1.227535009384155273e-01,-1.231131181120872498e-01,-1.232619956135749817e-01,1.225650981068611145e-01,-1.229246482253074646e-01,-1.231752857565879822e-01,1.229647397994995117e-01,-1.223912015557289124e-01,-1.229205727577209473e-01,-1.231098100543022156e-01,-1.225362271070480347e-01,1.229799911379814148e-01,-1.232653707265853882e-01,-1.229056641459465027e-01,-1.231226176023483276e-01
1.226822063326835632e-01,-1.224546432495117188e-01,-1.227449923753738403e-01,-1.227605193853378296e-01,-1.227182596921920776e-01,-1.226037666201591492e-01,1.221743002533912659e-01,-1.227153837680816650e-01,1.225367411971092224e-01,-1.224806904792785645e-01,-1.229106932878494263e-01,1.222209036350250244e-01,-1.227753460407257080e-01,-1.226247772574424744e-01,-1.225688606500625610e-01,1.221666410565376282e-01,-1.226338371634483337e-01,1.223116889595985413e-01,1.224662363529205322e-01,1.226375699043273926e-01,-1.221979185938835144e-01,1.221734732389450073e-01,1.224315464496612549e-01,-1.226026490330696106e-01,1.219311282038688660e-01,1.225523948669433594e-01,1.224437057971954346e-01,1.222033947706222534e-01,-1.226612627506256104e-01,1.224566176533699036e-01,1.223105341196060181e-01,1.223930716514587402e-01
-1.235230639576911926e-01,1.227787435054779053e-01,1.230504512786865234e-01,1.234121918678283691e-01,1.233377605676651001e-01,1.234948560595512390e-01,-1.225305572152137756e-01,1.232529357075691223e-01,-1.234783083200454712e-01,1.231865137815475464e-01,1.233273074030876160e-01,-1.229863539338111877e-01,1.233690977096557617e-01,1.228598803281784058e-01,1.227988377213478088e-01,-1.226972267031669617e-01,1.227616816759109497e-01,-1.229338422417640686e-01,-1.232698783278465271e-01,-1.233849003911018372e-01,1.223111152648925781e-01,-1.230416297912597656e-01,-1.230540797114372253e-01,1.230845302343368530e-01,-1.224761977791786194e-01,-1.229926794767379761e-01,-1.232790574431419373e-01,-1.228331476449966431e-01,1.232205927371978760e-01,-1.234836205840110779e-01,-1.231516525149345398e-01,-1.233648657798767090e-01
-1.236476972699165344e-01,1.228147596120834351e-01,1.229499652981758118e-01,1.233398094773292542e-01,1.232682541012763977e-01,1.234281584620475769e-01,-1.225310638546943665e-01,1.231007948517799377e-01,-1.232911720871925354e-01,1.231908649206161499e-01,1.232720613479614258e-01,-1.229582205414772034e-01,1.235465258359909058e-01,1.227821558713912964e-01,1.229967027902603149e-01,-1.230281367897987366e-01,1.228863671422004700e-01,-1.229958161711692810e-01,-1.236280277371406555e-01,-1.235105097293853760e-01,1.224766224622726440e-01,-1.231433600187301636e-01,-1.232623457908630371e-01,1.230650842189788818e-01,-1.225052997469902039e-01,-1.232163608074188232e-01,-1.232969090342521667e-01,-1.229446530342102051e-01,1.231505349278450012e-01,-1.234155744314193726e-01,-1.233446672558784485e-01,-1.235760822892189026e-01
-1.241647526621818542e-01,1.228780597448348999e-01,1.235141009092330933e-01,1.239213049411773682e-01,1.238178610801696777e-01,1.236730739474296570e-01,-1.228464096784591675e-01,1.238583102822303772e-01,-1.241204738616943359e-01,1.235368102788925171e-01,1.235854998230934143e-01,-1.234937235713005066e-01,1.240190640091896057e-01,1.231831684708595276e-01,1.232038065791130066e-01,-1.232065334916114807e-01,1.232327297329902649e-01,-1.232583150267601013e-01,-1.240522935986518860e-01,-1.240704283118247986e-01,1.227243244647979736e-01,-1.235006377100944519e-01,-1.237149164080619812e-01,1.235596910119056702e-01,-1.225988045334815979e-01,-1.235529035329818726e-01,-1.237183734774589539e-01,-1.231640800833702087e-01,1.236691996455192566e-01,-1.240682154893875122e-01,-1.236447021365165710e-01,-1.237539425492286682e-01
1.235058978199958801e-01,-1.228482797741889954e-01,-1.231499314308166504e-01,-1.237087398767471313e-01,-1.235258206725120544e-01,-1.236770451068878174e-01,1.224068105220794678e-01,-1.233727782964706421e-01,1.233952492475509644e-01,-1.232943534851074219e-01,-1.236420571804046631e-01,1.228807866573333740e-01,-1.235427111387252808e-01,-1.227725818753242493e-01,-1.230650618672370911e-01,1.225592866539955139e-01,-1.230224668979644775e-01,1.228439360857009888e-01,1.232817620038986206e-01,1.236267834901809692e-01,-1.226994022727012634e-01,1.228953972458839417e-01,1.230325400829315186e-01,-1.233499497175216675e-01,1.221301853656768799e-01,1.230446621775627136e-01,1.230683699250221252e-01,1.227702796459197998e-01,-1.234698593616485596e-01,1.235130652785301208e-01,1.229758560657501221e-01,1.234717816114425659e-01
