-1.373841762542724609e-01,-1.177667602896690369e-01
1.369073092937469482e-01,1.162844151258468628e-01
1.373484581708908081e-01,1.167947128415107727e-01
1.380778998136520386e-01,1.176551580429077148e-01
1.378538459539413452e-01,1.174523234367370605e-01
1.380314528942108154e-01,1.175919398665428162e-01
-1.357157677412033081e-01,-1.156464964151382446e-01
1.378014087677001953e-01,1.172896698117256165e-01
-1.372438967227935791e-01,-1.173596456646919250e-01
1.374801993370056152e-01,1.170082613825798035e-01
1.377695500850677490e-01,1.173399537801742554e-01
-1.363408863544464111e-01,-1.163603216409683228e-01
1.380227059125900269e-01,1.175882965326309204e-01
1.369015276432037354e-01,1.163323521614074707e-01
1.371440440416336060e-01,1.165233850479125977e-01
-1.360131800174713135e-01,-1.160996481776237488e-01
1.372115463018417358e-01,1.166281029582023621e-01
-1.362791955471038818e-01,-1.163556873798370361e-01
-1.372120827436447144e-01,-1.173146441578865051e-01
-1.372549533843994141e-01,-1.173541545867919922e-01
1.366923451423645020e-01,1.159110590815544128e-01
-1.363185048103332520e-01,-1.163362711668014526e-01
-1.368237584829330444e-01,-1.169260516762733459e-01
1.376573592424392700e-01,1.170561388134956360e-01
-1.355508416891098022e-01,-1.154177933931350708e-01
-1.366793811321258545e-01,-1.167634204030036926e-01
-1.367215067148208618e-01,-1.168827489018440247e-01
-1.360148936510086060e-01,-1.159114092588424683e-01
1.376960277557373047e-01,1.171672865748405457e-01
-1.372741907835006714e-01,-1.176176443696022034e-01
-1.365506798028945923e-01,-1.167350411415100098e-01
-1.369221359491348267e-01,-1.171249151229858398e-01
