-1.194993779063224792e-01,-1.027703359723091125e-01
1.194860711693763733e-01,1.029318049550056458e-01
-1.192487329244613647e-01,-1.025765836238861084e-01
-1.193986013531684875e-01,-1.023804321885108948e-01
-1.177656427025794983e-01,-1.006289124488830566e-01
1.174027249217033386e-01,1.003595441579818726e-01
1.195697933435440063e-01,1.029672771692276001e-01
-1.195652931928634644e-01,-1.027486920356750488e-01
-1.186529323458671570e-01,-1.017190441489219666e-01
1.183820590376853943e-01,1.015519350767135620e-01
-1.161038950085639954e-01,-9.877768158912658691e-02
-1.194820776581764221e-01,-1.026679426431655884e-01
-1.189831048250198364e-01,-1.021426320075988770e-01
1.172178909182548523e-01,1.001396104693412781e-01
1.182126775383949280e-01,1.010857149958610535e-01
-1.177951470017433167e-01,-1.007540076971054077e-01
1.175279691815376282e-01,1.003454625606536865e-01
1.156596094369888306e-01,9.823470562696456909e-02
-1.193663328886032104e-01,-1.025325059890747070e-01
1.188317686319351196e-01,1.018305271863937378e-01
-1.184460520744323730e-01,-1.016992107033729553e-01
1.190983876585960388e-01,1.024684533476829529e-01
1.197477430105209351e-01,1.031933352351188660e-01
-1.175460591912269592e-01,-1.001878008246421814e-01
-1.186075136065483093e-01,-1.016945242881774902e-01
1.191736757755279541e-01,1.024644672870635986e-01
1.192744821310043335e-01,1.025628671050071716e-01
-1.199465543031692505e-01,-1.033000946044921875e-01
-1.196575909852981567e-01,-1.031475588679313660e-01
-1.191630437970161438e-01,-1.024744212627410889e-01
1.186776682734489441e-01,1.016060784459114075e-01
1.187727972865104675e-01,1.020970121026039124e-01
